s n m tiempo
7 33 68 470.00000000
7 33 69 348.50000000
7 33 70 359.00000000
7 33 71 265.80000000
7 33 72 298.10000000
7 33 73 268.10000000
7 33 74 212.10000000
7 33 75 269.20000000
7 33 76 315.80000000
7 33 77 333.00000000
7 33 78 284.00000000
7 33 79 447.00000000
7 33 80 317.10000000
7 33 81 269.10000000
7 33 82 763.80000000
7 33 83 340.40000000
7 33 84 2185.70000000
7 33 85 337.40000000
7 33 86 239.00000000
7 33 87 283.60000000
7 33 88 373.40000000
7 33 89 458.40000000
7 33 90 389.40000000
7 33 91 284.20000000
7 33 92 516.40000000
7 33 93 357.80000000
7 33 94 344.90000000
7 33 95 361.20000000
7 33 96 272.20000000
7 33 97 369.40000000
7 33 98 309.50000000
7 33 99 355.30000000
7 33 100 365.50000000
7 34 1 157.80000000
7 34 2 242.10000000
7 34 3 208.70000000
7 34 4 288.60000000
7 34 5 229.00000000
7 34 6 185.60000000
7 34 7 153.60000000
7 34 8 279.60000000
7 34 9 147.80000000
7 34 10 189.70000000
7 34 11 186.60000000
7 34 12 225.30000000
7 34 13 202.00000000
7 34 14 233.20000000
7 34 15 282.90000000
7 34 16 260.40000000
7 34 17 272.80000000
7 34 18 332.60000000
7 34 19 243.80000000
7 34 20 278.20000000
7 34 21 325.50000000
7 34 22 316.70000000
7 34 23 275.60000000
7 34 24 394.30000000
7 34 25 256.60000000
7 34 26 227.20000000
7 34 27 261.60000000
7 34 28 345.70000000
7 34 29 282.90000000
7 34 30 247.90000000
7 34 31 240.70000000
7 34 32 220.50000000
7 34 33 329.30000000
7 34 34 261.10000000
7 34 35 276.00000000
7 34 36 412.60000000
7 34 37 257.10000000
7 34 38 309.10000000
7 34 39 288.00000000
7 34 40 291.60000000
7 34 41 237.90000000
7 34 42 242.40000000
7 34 43 5204.60000000
7 34 44 339.30000000
7 34 45 286.10000000
7 34 46 348.00000000
7 34 47 299.60000000
7 34 48 484.80000000
7 34 49 367.30000000
7 34 50 249.30000000
7 34 51 308.40000000
7 34 52 428.70000000
7 34 53 362.80000000
7 34 54 303.60000000
7 34 55 385.90000000
7 34 56 339.00000000
7 34 57 292.00000000
7 34 58 223.90000000
7 34 59 279.60000000
7 34 60 235.20000000
7 34 61 293.20000000
7 34 62 373.60000000
7 34 63 358.50000000
7 34 64 1862.90000000
7 34 65 561.50000000
7 34 66 477.40000000
7 34 67 374.30000000
7 34 68 316.40000000
7 34 69 260.70000000
7 34 70 261.90000000
7 34 71 310.80000000
7 34 72 577.40000000
7 34 73 296.90000000
7 34 74 298.70000000
7 34 75 249.40000000
7 34 76 267.50000000
7 34 77 345.90000000
7 34 78 264.10000000
7 34 79 270.70000000
7 34 80 273.10000000
7 34 81 235.70000000
7 34 82 237.60000000
7 34 83 224.40000000
7 34 84 295.20000000
7 34 85 300.40000000
7 34 86 404.90000000
7 34 87 384.20000000
7 34 88 308.80000000
7 34 89 209.70000000
7 34 90 262.80000000
7 34 91 236.50000000
7 34 92 493.80000000
7 34 93 248.30000000
7 34 94 345.90000000
7 34 95 294.10000000
7 34 96 311.30000000
7 34 97 276.90000000
7 34 98 308.80000000
7 34 99 344.40000000
7 34 100 303.00000000
7 35 1 159.00000000
7 35 2 156.90000000
7 35 3 214.10000000
7 35 4 246.50000000
7 35 5 223.30000000
7 35 6 1053.70000000
7 35 7 267.00000000
7 35 8 199.70000000
7 35 9 267.20000000
7 35 10 165.40000000
7 35 11 314.70000000
7 35 12 234.40000000
7 35 13 212.00000000
7 35 14 183.50000000
7 35 15 234.80000000
7 35 16 166.30000000
7 35 17 255.70000000
7 35 18 516.80000000
7 35 19 235.60000000
7 35 20 271.40000000
7 35 21 270.60000000
7 35 22 240.20000000
7 35 23 210.90000000
7 35 24 198.20000000
7 35 25 216.70000000
7 35 26 236.00000000
7 35 27 315.50000000
7 35 28 317.90000000
7 35 29 223.50000000
7 35 30 277.20000000
7 35 31 295.00000000
7 35 32 266.80000000
7 35 33 232.80000000
7 35 34 274.70000000
7 35 35 329.00000000
7 35 36 291.30000000
7 35 37 273.00000000
7 35 38 220.30000000
7 35 39 281.30000000
7 35 40 286.00000000
7 35 41 240.50000000
7 35 42 349.00000000
7 35 43 362.90000000
7 35 44 388.80000000
7 35 45 365.50000000
7 35 46 305.70000000
7 35 47 229.90000000
7 35 48 255.20000000
7 35 49 262.70000000
7 35 50 259.30000000
7 35 51 189.70000000
7 35 52 243.10000000
7 35 53 187.50000000
7 35 54 362.40000000
7 35 55 246.20000000
7 35 56 256.80000000
7 35 57 321.10000000
7 35 58 330.50000000
7 35 59 206.50000000
7 35 60 261.70000000
7 35 61 269.90000000
7 35 62 445.70000000
7 35 63 296.90000000
7 35 64 244.80000000
7 35 65 280.50000000
7 35 66 263.40000000
7 35 67 299.40000000
7 35 68 279.30000000
7 35 69 273.80000000
7 35 70 311.70000000
7 35 71 376.20000000
7 35 72 233.20000000
7 35 73 339.50000000
7 35 74 348.90000000
7 35 75 247.40000000
7 35 76 289.00000000
7 35 77 299.30000000
7 35 78 221.60000000
7 35 79 327.10000000
7 35 80 253.50000000
7 35 81 391.80000000
7 35 82 361.60000000
7 35 83 416.30000000
7 35 84 347.30000000
7 35 85 281.70000000
7 35 86 306.00000000
7 35 87 381.60000000
7 35 88 238.70000000
7 35 89 359.50000000
7 35 90 377.30000000
7 35 91 395.20000000
7 35 92 433.60000000
7 35 93 317.70000000
7 35 94 372.10000000
7 35 95 376.50000000
7 35 96 281.90000000
7 35 97 234.30000000
7 35 98 420.10000000
7 35 99 316.30000000
7 35 100 401.40000000
7 36 1 141.10000000
7 36 2 216.90000000
7 36 3 141.50000000
7 36 4 162.50000000
7 36 5 146.50000000
7 36 6 132.40000000
7 36 7 236.80000000
7 36 8 252.60000000
7 36 9 199.60000000
7 36 10 175.40000000
7 36 11 224.20000000
7 36 12 195.70000000
7 36 13 231.20000000
7 36 14 187.10000000
7 36 15 243.20000000
7 36 16 168.60000000
7 36 17 172.40000000
7 36 18 304.60000000
7 36 19 289.00000000
7 36 20 240.20000000
7 36 21 241.70000000
7 36 22 227.30000000
7 36 23 357.30000000
7 36 24 266.40000000
7 36 25 235.80000000
7 36 26 295.30000000
7 36 27 213.00000000
7 36 28 219.60000000
7 36 29 262.90000000
7 36 30 279.80000000
7 36 31 390.80000000
7 36 32 265.10000000
7 36 33 219.30000000
7 36 34 373.50000000
7 36 35 266.50000000
7 36 36 274.00000000
7 36 37 284.40000000
7 36 38 278.70000000
7 36 39 343.50000000
7 36 40 284.20000000
7 36 41 277.90000000
7 36 42 514.30000000
7 36 43 298.90000000
7 36 44 229.60000000
7 36 45 306.00000000
7 36 46 261.80000000
7 36 47 274.30000000
7 36 48 298.60000000
7 36 49 339.50000000
7 36 50 368.40000000
7 36 51 307.50000000
7 36 52 306.20000000
7 36 53 445.40000000
7 36 54 342.90000000
7 36 55 287.40000000
7 36 56 313.30000000
7 36 57 263.80000000
7 36 58 253.60000000
7 36 59 223.30000000
7 36 60 270.30000000
7 36 61 247.90000000
7 36 62 228.80000000
7 36 63 248.90000000
7 36 64 274.10000000
7 36 65 224.60000000
7 36 66 279.70000000
7 36 67 263.60000000
7 36 68 240.80000000
7 36 69 454.10000000
7 36 70 299.50000000
7 36 71 320.20000000
7 36 72 271.60000000
7 36 73 244.30000000
7 36 74 272.00000000
7 36 75 262.30000000
7 36 76 321.50000000
7 36 77 339.90000000
7 36 78 272.40000000
7 36 79 263.30000000
7 36 80 391.00000000
7 36 81 303.40000000
7 36 82 255.00000000
7 36 83 266.30000000
7 36 84 349.30000000
7 36 85 241.30000000
7 36 86 319.30000000
7 36 87 225.20000000
7 36 88 308.70000000
7 36 89 290.70000000
7 36 90 280.70000000
7 36 91 264.30000000
7 36 92 357.90000000
7 36 93 279.10000000
7 36 94 205.10000000
7 36 95 328.30000000
7 36 96 203.80000000
7 36 97 251.50000000
7 36 98 231.40000000
7 36 99 290.50000000
7 36 100 212.10000000
7 37 1 164.30000000
7 37 2 108.10000000
7 37 3 112.60000000
7 37 4 194.80000000
7 37 5 148.30000000
7 37 6 251.10000000
7 37 7 192.50000000
7 37 8 236.60000000
7 37 9 139.40000000
7 37 10 190.70000000
7 37 11 196.70000000
7 37 12 192.60000000
7 37 13 121.50000000
7 37 14 201.70000000
7 37 15 282.40000000
7 37 16 214.50000000
7 37 17 236.60000000
7 37 18 206.90000000
7 37 19 192.70000000
7 37 20 236.00000000
7 37 21 258.90000000
7 37 22 175.40000000
7 37 23 239.30000000
7 37 24 182.80000000
7 37 25 320.80000000
7 37 26 294.00000000
7 37 27 291.20000000
7 37 28 231.00000000
7 37 29 179.60000000
7 37 30 161.40000000
7 37 31 160.80000000
7 37 32 239.10000000
7 37 33 282.50000000
7 37 34 266.60000000
7 37 35 206.50000000
7 37 36 229.90000000
7 37 37 349.00000000
7 37 38 207.70000000
7 37 39 226.50000000
7 37 40 2517.30000000
7 37 41 251.50000000
7 37 42 290.10000000
7 37 43 267.00000000
7 37 44 249.20000000
7 37 45 202.20000000
7 37 46 233.90000000
7 37 47 205.50000000
7 37 48 259.10000000
7 37 49 243.10000000
7 37 50 198.10000000
7 37 51 186.00000000
7 37 52 191.10000000
7 37 53 235.60000000
7 37 54 290.40000000
7 37 55 263.60000000
7 37 56 313.80000000
7 37 57 330.50000000
7 37 58 324.00000000
7 37 59 217.40000000
7 37 60 268.30000000
7 37 61 245.70000000
7 37 62 272.20000000
7 37 63 331.10000000
7 37 64 245.50000000
7 37 65 283.20000000
7 37 66 410.70000000
7 37 67 290.30000000
7 37 68 274.90000000
7 37 69 315.20000000
7 37 70 233.00000000
7 37 71 290.90000000
7 37 72 258.30000000
7 37 73 314.10000000
7 37 74 298.90000000
7 37 75 376.10000000
7 37 76 301.80000000
7 37 77 370.90000000
7 37 78 290.60000000
7 37 79 269.10000000
7 37 80 346.10000000
7 37 81 358.90000000
7 37 82 293.90000000
7 37 83 316.30000000
7 37 84 336.00000000
7 37 85 304.00000000
7 37 86 304.50000000
7 37 87 323.40000000
7 37 88 331.90000000
7 37 89 265.60000000
7 37 90 208.00000000
7 37 91 311.10000000
7 37 92 352.30000000
7 37 93 279.10000000
7 37 94 237.40000000
7 37 95 294.50000000
7 37 96 307.10000000
7 37 97 229.80000000
7 37 98 297.00000000
7 37 99 300.30000000
7 37 100 224.90000000
7 38 1 152.00000000
7 38 2 145.90000000
7 38 3 172.90000000
7 38 4 198.00000000
7 38 5 242.20000000
7 38 6 231.90000000
7 38 7 117.50000000
7 38 8 1382.30000000
7 38 9 158.60000000
7 38 10 212.70000000
7 38 11 211.90000000
7 38 12 207.50000000
7 38 13 197.30000000
7 38 14 218.00000000
7 38 15 241.20000000
7 38 16 262.80000000
7 38 17 213.40000000
7 38 18 336.50000000
7 38 19 288.40000000
7 38 20 423.30000000
7 38 21 324.70000000
7 38 22 264.30000000
7 38 23 280.50000000
7 38 24 290.80000000
7 38 25 337.20000000
7 38 26 277.60000000
7 38 27 208.40000000
7 38 28 304.10000000
7 38 29 304.20000000
7 38 30 344.10000000
7 38 31 253.70000000
7 38 32 345.80000000
7 38 33 249.60000000
7 38 34 325.30000000
7 38 35 223.60000000
7 38 36 234.40000000
7 38 37 245.30000000
7 38 38 249.90000000
7 38 39 293.50000000
7 38 40 286.90000000
7 38 41 247.20000000
7 38 42 255.30000000
7 38 43 245.50000000
7 38 44 394.40000000
7 38 45 343.30000000
7 38 46 301.40000000
7 38 47 361.10000000
7 38 48 332.70000000
7 38 49 383.60000000
7 38 50 266.90000000
7 38 51 344.50000000
7 38 52 358.60000000
7 38 53 349.00000000
7 38 54 287.30000000
7 38 55 296.60000000
7 38 56 392.80000000
7 38 57 337.60000000
7 38 58 365.00000000
7 38 59 372.00000000
7 38 60 330.20000000
7 38 61 299.90000000
7 38 62 417.80000000
7 38 63 438.40000000
7 38 64 360.70000000
7 38 65 239.00000000
7 38 66 354.70000000
7 38 67 364.20000000
7 38 68 420.50000000
7 38 69 322.90000000
7 38 70 330.20000000
7 38 71 278.20000000
7 38 72 318.70000000
7 38 73 316.30000000
7 38 74 241.20000000
7 38 75 291.60000000
7 38 76 334.00000000
7 38 77 381.90000000
7 38 78 375.30000000
7 38 79 487.60000000
7 38 80 354.10000000
7 38 81 449.50000000
7 38 82 404.10000000
7 38 83 328.40000000
7 38 84 331.50000000
7 38 85 288.40000000
7 38 86 267.80000000
7 38 87 268.00000000
7 38 88 279.30000000
7 38 89 314.00000000
7 38 90 297.00000000
7 38 91 389.10000000
7 38 92 420.10000000
7 38 93 381.30000000
7 38 94 355.90000000
7 38 95 287.50000000
7 38 96 246.60000000
7 38 97 315.80000000
7 38 98 276.40000000
7 38 99 297.20000000
7 38 100 364.90000000
7 39 1 124.70000000
7 39 2 202.50000000
7 39 3 227.60000000
7 39 4 197.70000000
7 39 5 270.30000000
7 39 6 153.40000000
7 39 7 293.30000000
7 39 8 1429.50000000
7 39 9 243.00000000
7 39 10 218.50000000
7 39 11 193.40000000
7 39 12 209.40000000
7 39 13 211.50000000
7 39 14 293.60000000
7 39 15 222.90000000
7 39 16 256.70000000
7 39 17 213.40000000
7 39 18 280.30000000
7 39 19 276.60000000
7 39 20 228.10000000
7 39 21 243.30000000
7 39 22 205.50000000
7 39 23 204.90000000
7 39 24 325.80000000
7 39 25 238.40000000
7 39 26 296.60000000
7 39 27 324.00000000
7 39 28 211.10000000
7 39 29 192.30000000
7 39 30 327.30000000
7 39 31 297.80000000
7 39 32 235.20000000
7 39 33 282.80000000
7 39 34 291.90000000
7 39 35 311.20000000
7 39 36 234.40000000
7 39 37 314.70000000
7 39 38 293.10000000
7 39 39 238.90000000
7 39 40 281.80000000
7 39 41 267.90000000
7 39 42 299.60000000
7 39 43 273.80000000
7 39 44 197.60000000
7 39 45 250.20000000
7 39 46 290.80000000
7 39 47 277.30000000
7 39 48 349.40000000
7 39 49 289.80000000
7 39 50 332.40000000
7 39 51 240.00000000
7 39 52 227.50000000
7 39 53 361.70000000
7 39 54 245.80000000
7 39 55 228.30000000
7 39 56 357.80000000
7 39 57 229.40000000
7 39 58 251.40000000
7 39 59 235.70000000
7 39 60 254.10000000
7 39 61 403.20000000
7 39 62 318.80000000
7 39 63 260.20000000
7 39 64 200.20000000
7 39 65 285.00000000
7 39 66 243.40000000
7 39 67 245.70000000
7 39 68 233.10000000
7 39 69 306.80000000
7 39 70 236.00000000
7 39 71 271.50000000
7 39 72 229.70000000
7 39 73 276.50000000
7 39 74 281.30000000
7 39 75 256.40000000
7 39 76 288.50000000
7 39 77 283.30000000
7 39 78 400.20000000
7 39 79 344.50000000
7 39 80 304.50000000
7 39 81 279.20000000
7 39 82 209.70000000
7 39 83 352.60000000
7 39 84 344.60000000
7 39 85 329.90000000
7 39 86 290.00000000
7 39 87 305.30000000
7 39 88 289.10000000
7 39 89 399.60000000
7 39 90 404.70000000
7 39 91 287.10000000
7 39 92 312.10000000
7 39 93 243.60000000
7 39 94 228.40000000
7 39 95 247.10000000
7 39 96 254.50000000
7 39 97 335.70000000
7 39 98 337.30000000
7 39 99 313.70000000
7 39 100 293.00000000
7 40 1 176.20000000
7 40 2 129.50000000
7 40 3 154.30000000
7 40 4 165.50000000
7 40 5 200.80000000
7 40 6 166.70000000
7 40 7 269.40000000
7 40 8 144.90000000
7 40 9 164.80000000
7 40 10 133.00000000
7 40 11 194.80000000
7 40 12 222.70000000
7 40 13 235.50000000
7 40 14 263.50000000
7 40 15 374.70000000
7 40 16 274.30000000
7 40 17 232.00000000
7 40 18 226.40000000
7 40 19 277.00000000
7 40 20 268.50000000
7 40 21 203.50000000
7 40 22 198.50000000
7 40 23 193.90000000
7 40 24 211.30000000
7 40 25 214.10000000
7 40 26 262.10000000
7 40 27 278.60000000
7 40 28 265.30000000
7 40 29 212.50000000
7 40 30 251.60000000
7 40 31 210.50000000
7 40 32 204.80000000
7 40 33 233.50000000
7 40 34 246.10000000
7 40 35 229.00000000
7 40 36 187.20000000
7 40 37 233.60000000
7 40 38 182.10000000
7 40 39 239.40000000
7 40 40 287.50000000
7 40 41 260.20000000
7 40 42 311.80000000
7 40 43 200.00000000
7 40 44 376.10000000
7 40 45 231.80000000
7 40 46 224.60000000
7 40 47 234.10000000
7 40 48 231.30000000
7 40 49 222.60000000
7 40 50 267.60000000
7 40 51 466.00000000
7 40 52 324.90000000
7 40 53 283.90000000
7 40 54 197.00000000
7 40 55 191.10000000
7 40 56 330.20000000
7 40 57 230.10000000
7 40 58 194.00000000
7 40 59 280.20000000
7 40 60 256.40000000
7 40 61 188.30000000
7 40 62 288.30000000
7 40 63 280.90000000
7 40 64 299.30000000
7 40 65 204.80000000
7 40 66 323.00000000
7 40 67 191.10000000
7 40 68 366.70000000
7 40 69 251.30000000
7 40 70 268.30000000
7 40 71 219.10000000
7 40 72 250.90000000
7 40 73 281.00000000
7 40 74 302.40000000
7 40 75 266.90000000
7 40 76 265.10000000
7 40 77 324.80000000
7 40 78 197.90000000
7 40 79 340.60000000
7 40 80 354.50000000
7 40 81 208.50000000
7 40 82 258.20000000
7 40 83 372.30000000
7 40 84 273.50000000
7 40 85 310.90000000
7 40 86 331.80000000
7 40 87 277.60000000
7 40 88 268.60000000
7 40 89 266.60000000
7 40 90 260.60000000
7 40 91 266.50000000
7 40 92 268.90000000
7 40 93 385.20000000
7 40 94 251.20000000
7 40 95 260.90000000
7 40 96 252.60000000
7 40 97 233.50000000
7 40 98 315.70000000
7 40 99 249.20000000
7 40 100 294.90000000
7 41 1 199.60000000
7 41 2 170.20000000
7 41 3 213.60000000
7 41 4 241.40000000
7 41 5 296.20000000
7 41 6 237.30000000
7 41 7 214.20000000
7 41 8 158.80000000
7 41 9 145.80000000
7 41 10 148.80000000
7 41 11 241.50000000
7 41 12 238.70000000
7 41 13 258.00000000
7 41 14 287.70000000
7 41 15 515.30000000
7 41 16 215.50000000
7 41 17 296.00000000
7 41 18 314.60000000
7 41 19 264.40000000
7 41 20 337.30000000
7 41 21 300.80000000
7 41 22 268.30000000
7 41 23 198.00000000
7 41 24 275.10000000
7 41 25 312.90000000
7 41 26 229.10000000
7 41 27 184.60000000
7 41 28 228.80000000
7 41 29 238.10000000
7 41 30 210.30000000
7 41 31 278.20000000
7 41 32 251.60000000
7 41 33 231.20000000
7 41 34 287.80000000
7 41 35 266.80000000
7 41 36 186.60000000
7 41 37 231.70000000
7 41 38 239.50000000
7 41 39 232.10000000
7 41 40 287.20000000
7 41 41 287.30000000
7 41 42 219.90000000
7 41 43 221.70000000
7 41 44 241.90000000
7 41 45 317.20000000
7 41 46 297.40000000
7 41 47 287.50000000
7 41 48 281.90000000
7 41 49 370.10000000
7 41 50 241.30000000
7 41 51 293.90000000
7 41 52 231.30000000
7 41 53 230.30000000
7 41 54 307.70000000
7 41 55 323.20000000
7 41 56 248.00000000
7 41 57 206.00000000
7 41 58 213.30000000
7 41 59 204.20000000
7 41 60 300.40000000
7 41 61 226.30000000
7 41 62 262.30000000
7 41 63 443.70000000
7 41 64 245.70000000
7 41 65 319.60000000
7 41 66 267.50000000
7 41 67 262.70000000
7 41 68 273.70000000
7 41 69 331.10000000
7 41 70 315.80000000
7 41 71 218.30000000
7 41 72 337.00000000
7 41 73 301.20000000
7 41 74 366.80000000
7 41 75 242.10000000
7 41 76 251.80000000
7 41 77 228.60000000
7 41 78 248.40000000
7 41 79 278.90000000
7 41 80 271.70000000
7 41 81 279.20000000
7 41 82 260.10000000
7 41 83 273.40000000
7 41 84 866.40000000
7 41 85 268.00000000
7 41 86 353.70000000
7 41 87 279.30000000
7 41 88 255.50000000
7 41 89 368.70000000
7 41 90 315.00000000
7 41 91 274.40000000
7 41 92 282.60000000
7 41 93 236.00000000
7 41 94 305.70000000
7 41 95 213.70000000
7 41 96 267.70000000
7 41 97 292.00000000
7 41 98 364.50000000
7 41 99 315.10000000
7 41 100 260.10000000
7 42 1 139.20000000
7 42 2 197.60000000
7 42 3 289.50000000
7 42 4 233.40000000
7 42 5 150.70000000
7 42 6 187.80000000
7 42 7 216.10000000
7 42 8 190.20000000
7 42 9 264.60000000
7 42 10 204.60000000
7 42 11 275.50000000
7 42 12 200.30000000
7 42 13 261.70000000
7 42 14 144.40000000
7 42 15 191.50000000
7 42 16 262.90000000
7 42 17 256.60000000
7 42 18 333.30000000
7 42 19 257.10000000
7 42 20 263.40000000
7 42 21 253.00000000
7 42 22 270.20000000
7 42 23 290.40000000
7 42 24 284.80000000
7 42 25 306.30000000
7 42 26 312.80000000
7 42 27 291.30000000
7 42 28 259.80000000
7 42 29 338.00000000
7 42 30 226.40000000
7 42 31 216.50000000
7 42 32 225.30000000
7 42 33 247.40000000
7 42 34 216.90000000
7 42 35 236.60000000
7 42 36 332.70000000
7 42 37 321.90000000
7 42 38 234.00000000
7 42 39 317.10000000
7 42 40 343.50000000
7 42 41 7222.00000000
7 42 42 309.00000000
7 42 43 243.70000000
7 42 44 321.10000000
7 42 45 468.30000000
7 42 46 341.70000000
7 42 47 414.50000000
7 42 48 217.00000000
7 42 49 290.60000000
7 42 50 350.90000000
7 42 51 405.80000000
7 42 52 349.60000000
7 42 53 262.60000000
7 42 54 300.30000000
7 42 55 261.10000000
7 42 56 260.40000000
7 42 57 348.00000000
7 42 58 300.20000000
7 42 59 261.20000000
7 42 60 371.50000000
7 42 61 322.60000000
7 42 62 513.00000000
7 42 63 314.10000000
7 42 64 265.10000000
7 42 65 258.50000000
7 42 66 328.20000000
7 42 67 357.70000000
7 42 68 254.20000000
7 42 69 197.60000000
7 42 70 259.00000000
7 42 71 213.40000000
7 42 72 221.70000000
7 42 73 240.70000000
7 42 74 339.70000000
7 42 75 308.30000000
7 42 76 335.30000000
7 42 77 354.10000000
7 42 78 322.90000000
7 42 79 247.70000000
7 42 80 364.70000000
7 42 81 311.60000000
7 42 82 325.70000000
7 42 83 340.30000000
7 42 84 288.30000000
7 42 85 280.80000000
7 42 86 295.10000000
7 42 87 270.40000000
7 42 88 299.20000000
7 42 89 321.20000000
7 42 90 310.60000000
7 42 91 274.10000000
7 42 92 375.20000000
7 42 93 333.50000000
7 42 94 374.60000000
7 42 95 350.20000000
7 42 96 314.90000000
7 42 97 285.00000000
7 42 98 374.50000000
7 42 99 355.10000000
7 42 100 366.40000000
7 43 1 174.90000000
7 43 2 210.20000000
7 43 3 221.50000000
7 43 4 187.50000000
7 43 5 319.60000000
7 43 6 173.40000000
7 43 7 146.20000000
7 43 8 177.00000000
7 43 9 179.00000000
7 43 10 248.80000000
7 43 11 273.20000000
7 43 12 210.90000000
7 43 13 325.70000000
7 43 14 214.70000000
7 43 15 202.40000000
7 43 16 207.20000000
7 43 17 215.60000000
7 43 18 247.20000000
7 43 19 217.50000000
7 43 20 230.10000000
7 43 21 275.40000000
7 43 22 329.30000000
7 43 23 276.00000000
7 43 24 204.00000000
7 43 25 213.20000000
7 43 26 208.00000000
7 43 27 230.90000000
7 43 28 195.30000000
7 43 29 229.00000000
7 43 30 237.80000000
7 43 31 229.20000000
7 43 32 257.20000000
7 43 33 241.70000000
7 43 34 243.90000000
7 43 35 300.80000000
7 43 36 268.80000000
7 43 37 282.60000000
7 43 38 287.90000000
7 43 39 285.80000000
7 43 40 246.00000000
7 43 41 289.20000000
7 43 42 220.20000000
7 43 43 246.20000000
7 43 44 239.60000000
7 43 45 335.80000000
7 43 46 266.30000000
7 43 47 428.00000000
7 43 48 354.70000000
7 43 49 271.50000000
7 43 50 229.80000000
7 43 51 321.80000000
7 43 52 209.40000000
7 43 53 334.10000000
7 43 54 300.60000000
7 43 55 299.80000000
7 43 56 391.80000000
7 43 57 358.60000000
7 43 58 451.30000000
7 43 59 364.50000000
7 43 60 369.40000000
7 43 61 279.40000000
7 43 62 315.00000000
7 43 63 399.40000000
7 43 64 398.10000000
7 43 65 351.90000000
7 43 66 477.20000000
7 43 67 346.60000000
7 43 68 368.20000000
7 43 69 551.20000000
7 43 70 359.30000000
7 43 71 387.70000000
7 43 72 338.40000000
7 43 73 433.20000000
7 43 74 393.60000000
7 43 75 462.10000000
7 43 76 433.30000000
7 43 77 225.70000000
7 43 78 397.70000000
7 43 79 333.90000000
7 43 80 441.40000000
7 43 81 221.00000000
7 43 82 202.00000000
7 43 83 265.20000000
7 43 84 237.70000000
7 43 85 290.20000000
7 43 86 230.00000000
7 43 87 340.80000000
7 43 88 377.80000000
7 43 89 271.60000000
7 43 90 249.50000000
7 43 91 254.80000000
7 43 92 245.30000000
7 43 93 310.10000000
7 43 94 211.80000000
7 43 95 349.00000000
7 43 96 233.30000000
7 43 97 251.90000000
7 43 98 294.40000000
7 43 99 298.80000000
7 43 100 425.20000000
7 44 1 232.20000000
7 44 2 189.70000000
7 44 3 176.40000000
7 44 4 164.30000000
7 44 5 170.50000000
7 44 6 164.20000000
7 44 7 125.00000000
7 44 8 165.30000000
7 44 9 292.80000000
7 44 10 272.10000000
7 44 11 264.50000000
7 44 12 257.90000000
7 44 13 232.60000000
7 44 14 263.50000000
7 44 15 325.30000000
7 44 16 286.90000000
7 44 17 253.10000000
7 44 18 221.70000000
7 44 19 201.40000000
7 44 20 298.50000000
7 44 21 221.70000000
7 44 22 253.60000000
7 44 23 183.30000000
7 44 24 284.20000000
7 44 25 224.50000000
7 44 26 194.30000000
7 44 27 223.40000000
7 44 28 228.10000000
7 44 29 228.20000000
7 44 30 321.20000000
7 44 31 233.40000000
7 44 32 272.90000000
7 44 33 320.20000000
7 44 34 253.60000000
7 44 35 248.20000000
7 44 36 220.60000000
7 44 37 288.70000000
7 44 38 311.30000000
7 44 39 247.40000000
7 44 40 347.00000000
7 44 41 254.90000000
7 44 42 258.10000000
7 44 43 272.10000000
7 44 44 294.70000000
7 44 45 295.80000000
7 44 46 284.40000000
7 44 47 287.60000000
7 44 48 233.80000000
7 44 49 245.40000000
7 44 50 241.80000000
7 44 51 193.40000000
7 44 52 308.20000000
7 44 53 319.70000000
7 44 54 355.00000000
7 44 55 351.70000000
7 44 56 246.20000000
7 44 57 375.00000000
7 44 58 285.90000000
7 44 59 321.70000000
7 44 60 280.20000000
7 44 61 414.00000000
7 44 62 305.10000000
7 44 63 408.60000000
7 44 64 255.60000000
7 44 65 274.10000000
7 44 66 363.50000000
7 44 67 286.90000000
7 44 68 302.00000000
7 44 69 461.80000000
7 44 70 355.70000000
7 44 71 232.60000000
7 44 72 233.90000000
7 44 73 244.50000000
7 44 74 287.60000000
7 44 75 209.90000000
7 44 76 222.00000000
7 44 77 290.70000000
7 44 78 247.30000000
7 44 79 300.70000000
7 44 80 325.70000000
7 44 81 316.00000000
7 44 82 321.30000000
7 44 83 381.20000000
7 44 84 313.50000000
7 44 85 310.00000000
7 44 86 256.90000000
7 44 87 220.00000000
7 44 88 254.10000000
7 44 89 248.80000000
7 44 90 305.90000000
7 44 91 240.20000000
7 44 92 246.00000000
7 44 93 1229.00000000
7 44 94 237.90000000
7 44 95 226.70000000
7 44 96 339.60000000
7 44 97 246.00000000
7 44 98 250.70000000
7 44 99 231.60000000
7 44 100 273.50000000
7 45 1 230.50000000
7 45 2 147.40000000
7 45 3 308.20000000
7 45 4 185.40000000
7 45 5 186.30000000
7 45 6 183.70000000
7 45 7 202.40000000
7 45 8 189.30000000
7 45 9 211.60000000
7 45 10 213.10000000
7 45 11 402.70000000
7 45 12 237.20000000
7 45 13 317.50000000
7 45 14 267.30000000
7 45 15 250.60000000
7 45 16 214.10000000
7 45 17 292.50000000
7 45 18 196.30000000
7 45 19 293.30000000
7 45 20 273.20000000
7 45 21 188.50000000
7 45 22 242.60000000
7 45 23 321.70000000
7 45 24 284.30000000
7 45 25 308.90000000
7 45 26 359.50000000
7 45 27 367.50000000
7 45 28 229.50000000
7 45 29 277.70000000
7 45 30 248.50000000
7 45 31 230.00000000
7 45 32 369.40000000
